DeviceRecNum,DeviceNum,PrclErr,AddrAdjusted,CityBlock,Parcel,OwnerCode,Handle,Parcel9,AddrNum,AddrSuf,StDir,StName,StType,UnitNum,DeviceType,DeviceMake,DeviceSize,DeviceDesc,FacilityName,FacContact,FacAddrNum,FacStreet,FacZIP,LastInspDate,GeoCityBLockPart,Ward10,Precinct10,InspArea10,Ward00,Precinct02,Nbrhd,CDADist,CDASubDist,PoliceDist,CensTract10,CensGroup10,CensBlock00,AsrNbrhd,NLC,Parity,FirstDate,LastDate,UpDateGeo
80,AS58,0,0,1212,11,0,11212000011,121200011,3600, ,N,2ND,ST, ,P,CLAVAL RP,6,96 BLDG.,COVIDIEN,FRED SIMSHAUSER,3600,N 2ND ST,63147,10/06/13 00:00:00,1212,2,1,1,2,1,64,15,4,4,1267,2,1267.1005,338,396,E,,09/21/17 00:00:00,
81,201145,0,0,791,250,0,10791000250,79100250,2222, , ,MENARD,ST, ,P,WATTS 009,0.75,S.W.CORNER OF BASEMENT,STARS DESIGN GROUP,,2222,MENARD,63104,08/12/10 00:00:00,791,7,6,2,7,6,21,8,16,3,1276,1,1234.2019,248,249,E,,09/21/17 00:00:00,
82,02785,0,0,475,35,0,10475000035,47500035,1250, , ,CHOUTEAU,AV, ,P,WATTS 995,0.75,1ST FL. MECH ROOM/HOT WATRER HR,LES CHATEAUX-WEST,,1020,S. 14TH ST,63103,04/18/12 00:00:00,475.0088,6,8,2,7,7,33,8,13,3,1274,1,1224.3005,250,13,E,,09/21/17 00:00:00,
83,GP33,0,0,1212,11,0,11212000011,121200011,3600, ,N,2ND,ST, ,P,CLAVAL DOUBLE CHECK,3,BLDG. 6 SHED,COVIDIEN,,3600,N 2ND ST,63147,10/06/13 00:00:00,1212,2,1,1,2,1,64,15,4,4,1267,2,1267.1005,338,396,E,,09/21/17 00:00:00,
84,129852,0,0,1212,11,0,11212000011,121200011,3600, ,N,2ND,ST, ,P,WATTS DOUBLE CHECK,2,27 BLDG.,COVIDIEN,,3600,N 2ND ST,63147,10/06/13 00:00:00,1212,2,1,1,2,1,64,15,4,4,1267,2,1267.1005,338,396,E,,09/21/17 00:00:00,
85,BQ79,0,0,1212,11,0,11212000011,121200011,3600, ,N,2ND,ST, ,P,CLAVAL RP,6,B&C BLDG. OUTSIDE,COVIDIEN,,3600,N 2ND ST,63147,10/06/12 00:00:00,1212,2,1,1,2,1,64,15,4,4,1267,2,1267.1005,338,396,E,,09/21/17 00:00:00,
86,15052,0,0,3901,130,0,13901000130,390100130,4418, , ,WEST PINE,BLVD, ,P,WATTS 009 QT,0.75,RIGHT SIDE OF HOUSE,TERRY HICKS,,4418,WEST PINE,63108,07/11/13 00:00:00,3901.0081,17,5,2,17,5,38,11,23,5,1191.01,1,1191.4003,224,154,E,,09/21/17 00:00:00,
87,646195,92,0,9999.9,0,0,19999900000,999990000,1, , , , , ,P,WATTS 909,0.75,CAM L.L. MECHANICAL ROOM,BARNES JEWISH HOSPITAL,JOHN BAYBO,1,BARNES PLAZA,63110,03/21/13 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,O,,09/21/17 00:00:00,
88,546032,92,0,9999.9,0,0,19999900000,999990000,1, , , , , ,P,WATTS 009,0.5,RAND JOHNSON-7THFL. ROOM 7200M,BARNES JEWISH HOSPITAL,JOHN BAYBO,1,BARNES PLAZA,63110,03/21/12 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,O,,09/21/17 00:00:00,
89,203918,0,0,1270,10,0,11270000010,127000010,3021, , ,HICKORY,ST, ,P,WATTS 009,0.75,BOILER ROOM,L'OUVERTURE SCHOOL,,3021,HICKORY,63104,06/22/12 00:00:00,1270,6,4,2,6,4,31,10,11,3,1273,3,1185.102,253,44,O,,09/21/17 00:00:00,
90,A13901,0,0,1212,11,0,11212000011,121200011,3600, ,N,2ND,ST, ,P,WATTS 009,1.25,BUILDING 103 EYE WASH STATION,COVIDIEN,,3600,N 2ND ST,63147,10/30/13 00:00:00,1212,2,1,1,2,1,64,15,4,4,1267,2,1267.1005,338,396,E,,09/21/17 00:00:00,
91,A78706,0,0,2680,140,0,12680000140,268000140,4312, ,S,COMPTON,AV, ,P,WATTS 009,0.5,2ND FL. BOILER IN BASEMENT,BRIAN & RHONDA HIBDON,,4312,S. COMPTON,63111,12/03/13 00:00:00,2680,20,2,2,25,2,17,1,47,1,1156,6,1156.6004,101,67,E,,09/21/17 00:00:00,
92,1159621,92,0,9999.9,0,0,19999900000,999990000,7320, , , , , ,P,WILKINS 975XL,1.5,EAST PROPERTY LINE-GRASS AREA,CVS PHARMACY,,7320,GRAVOIS,63116,10/23/13 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,E,,09/21/17 00:00:00,
93,YG088,0,0,1212,11,0,11212000011,121200011,3600, ,N,2ND,ST, ,P,CLAVAL RP,4,502 BLDG.,COVIDIEN,,3600,N 2ND ST,63147,10/06/13 00:00:00,1212,2,1,1,2,1,64,15,4,4,1267,2,1267.1005,338,396,E,,09/21/17 00:00:00,
94,11525,0,0,1212,11,0,11212000011,121200011,3600, ,N,2ND,ST, ,P,FEBCO RP,4,BLDG. 507,COVIDIEN,,3600,N 2ND ST,63147,10/06/13 00:00:00,1212,2,1,1,2,1,64,15,4,4,1267,2,1267.1005,338,396,E,,09/21/17 00:00:00,
95,27025,0,0,1212,11,0,11212000011,121200011,3600, ,N,2ND,ST, ,P,WATTS 009,2.5,BUILDING 30 SPARE,COVIDIEN,DANA EADES,3600,N 2ND ST,63147,10/06/13 00:00:00,1212,2,1,1,2,1,64,15,4,4,1267,2,1267.1005,338,396,E,,09/21/17 00:00:00,
96,A78702,0,0,2680,140,0,12680000140,268000140,4312, ,S,COMPTON,AV, ,P,WATTS 009,0.5,1ST FL. BOILER IN BASEMENT,BRIAN & RHONDA HIBDON,INSP.12/10/13,4312,S. COMPTON,63111,12/03/13 00:00:00,2680,20,2,2,25,2,17,1,47,1,1156,6,1156.6004,101,67,E,,09/21/17 00:00:00,
97,3037604,0,0,3875.18,100,0,13875180100,387518100,48, , ,KINGSBURY,PL, ,P,WILKENS 975,0.75,FRONT OF HOUSE,ROBERT HOFF,,48,KINGSBURY PL.,63112,05/10/13 00:00:00,3875.1883,28,8,2,28,10,47,11,37,5,1121,2,1121.3002,229,450,E,,09/21/17 00:00:00,
99,2FK0321,0,0,4396,40,0,14396000040,439600040,6301, ,N,BROADWAY, , ,P,AMES 2000,8,LL NEXT TO EMPLOYMENT OFFICE,HOSTESS BRANDS,BLDG VACANT 10/2012,6301,N. BROADWAY,63147,09/26/12 00:00:00,4396.0081,2,2,1,2,2,86,16,83,6,1270,2,1085.2034,304,16,O,,09/21/17 00:00:00,
100,9113234,0,0,5355,10,0,15355000010,535500010,5814, , ,THEKLA,AV, ,S,HERSEY #2,3,GROUND FLOOR ROOM 035B,WALNUT PARK SCHOOL,,5814,THEKLA,63120,05/21/09 00:00:00,5355,27,4,1,27,2,72,17,67,6,1072,2,1072.2001,327,243,E,,09/21/17 00:00:00,
101,130523,0,0,1709.22,10,1,11709220010,170922010,300, ,S,JEFFERSON,AV, ,P,WATTS 009,1.5,REAR ENTRANCE,CROWN FOOD MART,,300,S. JEFFERSON,63103,12/01/09 00:00:00,1709.2281,6,5,3,6,10,36,10,3,4,1274,1,1222.3003,254,48,E,,09/21/17 00:00:00,
102,22942,0,0,1777,20,0,11777000020,177700020,3500, , ,DEKALB,ST, ,P,WATTS 909 QTS,1,TRUCK WELL A BUILDING,SIGMA CHEMICAL,,3500,DEKALB,63118,09/17/13 00:00:00,1777,20,4,1,20,4,18,1,46,3,1246,1,1246.1044,145,522,E,,09/21/17 00:00:00,
103,480717,0,0,3993.21,110,0,13993210110,399321110,4030, , ,CHOUTEAU,AV, ,P,WATTS 909,1,WATER FILTRATION ROOM COLD WATR,FRESENIUS MEDICAL CARE,,4030,CHOUTEAU,63110,12/22/13 00:00:00,3993.2187,17,1,1,17,2,39,11,22,2,1181,1,1181.1005,222,13,E,,09/21/17 00:00:00,
104,619360,92,0,9999.9,0,0,19999900000,999990000,3600, , , , , ,P,WATTS 909,1,LAB 102 EAST BGUILDING #96,COVIDIEN,FRED SIMSHAUSER,3600,N. BROADWAY,63147,10/23/13 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,E,,09/21/17 00:00:00,
105,462047,0,0,1212,11,0,11212000011,121200011,3600, ,N,2ND,ST, ,P,WATTS 909,0.75,BLDG. 98N,COVIDIEN,FRED SIMSHAUSER,3600,N 2ND ST,63147,10/06/13 00:00:00,1212,2,1,1,2,1,64,15,4,4,1267,2,1267.1005,338,396,E,,09/21/17 00:00:00,
106,J21136H,0,0,2023,10,0,12023000010,202300010,3200, ,S,2ND,ST, ,S,AMES 2000,4,BUILDING 12 WEST WALL RM12-101,NGA-ST. LOUIS,,3200,S. SECOND,63118,04/12/13 00:00:00,2023,9,4,1,9,4,20,8,15,3,1246,1,1246.1027,145,366,E,,09/21/17 00:00:00,
107,434802,0,0,1212,11,0,11212000011,121200011,3600, ,N,2ND,ST, ,P,WATTS 909,2,BLDG P  MAINTENANCE SHOP,COVIDIEN,,3600,N 2ND ST,63147,10/05/13 00:00:00,1212,2,1,1,2,1,64,15,4,4,1267,2,1267.1005,338,396,E,,09/21/17 00:00:00,
108,2586894,0,0,3688,10,0,13688000010,368800010,4206, ,W,KENNERLY,AV, ,P,ZURN/WILKINS,0.75,BOILER ROOM IN BASEMENT,TANDY COMMUNITY CENTER,,4206,WEST KENNERLY,63113,10/21/09 00:00:00,3688,4,1,2,4,10,57,13,34,5,1113,2,1113.2002,309,1823,E,,09/21/17 00:00:00,
109,9040224,1,0,3893,8051,0,13893008051,389300051,4540, , ,LINDELL,BLVD, ,P,FEBCO MODEL 850,4,MECHANICAL ROOM FIRST FLOOR,NETHERBY HALL,,4540,LINDELL,63108,09/27/13 00:00:00,3893,17,5,2,17,6,38,11,23,5,1191.02,1,1191.4001,224,31,E,,09/21/17 00:00:00,
110,19070,0,0,5002,65,0,15002000065,500200065,1611, , ,HODIAMONT,AV, ,S,WATTS RP,1.5,IN DAY CARE CLOSET-1611 HODIAMT,HOPE HOUSE,,6110,COTE BRILLIANTE,63112,10/28/13 00:00:00,5002.0083,22,7,1,22,9,50,12,65,5,1062,3,1062.3007,347,45,O,,09/21/17 00:00:00,
111,052946,0,0,4095,55,0,14095000055,409500055,4500, , ,SHAW,AV, ,P,FEBCO 825,1,KOHL PARK,MO. BOTANICAL GARDEN,,4500,SHAW,63110,05/15/13 00:00:00,4095.0083,8,1,1,8,3,13,5,40,2,1171,1,1171.4004,217,164,E,,09/21/17 00:00:00,
114,322679,0,0,4374,30,0,14374000030,437400030,5300, , ,BIRCHER,BLVD, ,S,WATTS 709 DOUBLE CK,8,UNION BLVD. ENTRANCE,INTERNATIONAL PAPER,,5300,BIRCHER,63120,07/23/13 00:00:00,4374,22,3,2,22,11,70,17,66,6,1269,3,1071.3005,340,469,E,,09/21/17 00:00:00,
115,167424,0,0,6479,6,1,16479000006,647900006,3050, , ,SPRUCE,ST, ,P,WATTS 909,4,SOUTH SIDE PUMP ROOM,SIGMA CHEMICAL,,3050,SPRUCE,63103,09/13/13 00:00:00,6479,6,5,3,6,10,37,10,10,4,1184,1,1184.1013,254,238,E,,09/21/17 00:00:00,
116,167048,2,0,4782,215,0,14782000215,478200215,500, ,S,EUCLID,AV, ,P,WATTS 909,3,2ND LEVEL 203DA,WASH UNIV/POWER PLANT,RANDY H,660,S. EUCLID,63110,12/10/10 00:00:00,4781.0685,17,4,2,17,10,38,11,23,5,1186,1,1186.1019,224,563,E,,09/21/17 00:00:00,
117,931-037,0,0,4377,10,0,14377000010,437700010,4330, , ,GERALDINE,AV, ,P,HERSEY DCV,8,SOUTH LOT BY TRAIN TRACKS,HARCROS CHEMICAL,DAN JOHNSON,4330,GERALDINE,63115,03/21/13 00:00:00,4377.0088,1,1,1,22,11,70,17,66,6,1269,3,1071.3,340,320,E,,09/21/17 00:00:00,
118,FC-0096,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 957Z,4,EIR ROOM 1020 MECHANICAL ROOM,WASHINGTON U. MED. SCHOOL,BRYAN FROST,660,S EUCLID,63110,01/23/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
119,214884,0,0,4381,60,0,14381000060,438100060,4238, , ,GERALDINE,AV, ,P,WATTS 909,4,GELL PLANT,P.Q. CORPORATION,,4238,GERALDINE,63115,03/15/13 00:00:00,4381.0087,1,1,1,22,11,70,17,66,6,1269,6,1071.2,340,320,E,,09/21/17 00:00:00,
120,464692,0,0,4104,10,0,14104000010,410400010,4344, , ,SHAW,AV, ,P,WATTS 909,2,CEILING H BUILDING,MO. BOTANICAL GARDEN,,4344,SHAW,63110,05/01/12 00:00:00,4104,8,1,1,8,4,87,6,21,2,1171,2,1171.1006,217,164,E,,09/21/17 00:00:00,
121,248445,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909,6,BASEMENT EAST WALL,W.U. MED.SCIENCE BLDG,,660,S. EUCLID,63108,01/23/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
122,05072,0,0,4386,90,0,14386000090,438600090,5023, , ,NATURAL BRIDGE,AV, ,P,WATTS 007 DC,1.5,MOP SINK IN KITCHEN,LEE'S CHICKEN,B. HAWKINS,5023,NATURAL BRIDGE,63115,03/27/13 00:00:00,4386,1,2,1,22,12,70,17,66,6,1269,6,1071.201,340,7,O,,09/21/17 00:00:00,
123,0923G04,0,0,4350,230,0,14350000230,435000230,4300, , ,PLANNED INDUSTRIAL,DR, ,S,AMES DCA,8,WEST WALL OF WAREHOUSE,CASTLE & COOKE COLD,,4300,PLANNED INDUSTRIAL,63120,03/12/13 00:00:00,4350.0083,22,3,2,22,11,70,17,66,6,1269,3,1071.3003,340,1668,E,,09/21/17 00:00:00,
124,1921315,0,0,4902,90,0,14902000090,490200090,38, , ,WESTMORELAND,PL, ,P,WILKINS ZURN,0.75,FRONT OF HOUSE WEST OF PORCH,TERRY WEISS,,38,WESTMORELAND,63108,05/07/13 00:00:00,4902,28,10,2,28,11,38,11,23,5,1121,1,1121.1009,227,1544,E,,09/21/17 00:00:00,
125,163752,92,0,9999.9,0,0,19999900000,999990000,20, , ,ALLEN,AV, ,S,DCVA,4,DOWNSTAIRS ROOM/5807 MURDOCH,CARROLLTON BANK,BEN S.,315,6TH STREET,62012,04/20/09 00:00:00,685,7,6,2,7,12,21,8,16,3,1276,1,1234.2011,248,161,E,,09/21/17 00:00:00,
126,561709,1,0,102,10,0,10102000010,10200010,11, ,N,4TH,ST, ,P,WATTS 909,1,NORTH CHILLER ROOM,NATIONAL PARK SERVICE,JIM JACOBS,11,N 4TH STREET,63102,04/13/13 00:00:00,102,7,4,3,7,10,35,9,1,4,1256,2,1256.3011,261,642,O,,09/21/17 00:00:00,
127,141286,0,0,830,25,0,10830000025,83000025,1706, , ,WASHINGTON,AV, ,P,WATTS 909 RPZ,3,NORTH BASEMENT PUMP ROOM,CPI CORP.,,1706,WASHINGTON,63103,02/06/14 00:00:00,830,19,6,3,6,10,36,9,1,4,1255,1,1255.1024,262,3,E,,09/21/17 00:00:00,
128,187050,0,0,3913.01,300,0,13913010300,391301300,4207, , ,LINDELL,BLVD, ,S,WATTS 709,4,1ST FLOOR OFF ENTRY TO SO.STAIR,AMERICAN CANCER SOCIETY,,4207,LINDELL,63108,01/11/13 00:00:00,3913.01,18,1,2,18,1,38,11,23,5,1191.02,2,1191.1004,230,31,O,,09/21/17 00:00:00,
129,240379,0,0,5618,160,0,15618000160,561800160,501, , ,CLARA,AV, ,S,WATTS DC,6,NE CORNER IN BASEMENT,PARKVIEW PROP/KINGSBURY,,501,CLARA,63112,10/02/08 00:00:00,5618,26,3,2,26,3,47,11,37,5,1052,1,1052.1,229,50,O,,09/21/17 00:00:00,
130,55477,0,0,5617,100,0,15617000100,561700100,5460, , ,DELMAR,BLVD, ,P,WATTS RPZ #009,0.75,EAST SIDE OF BASEMENT ON WALL,DELHAVEN MANOR,,5460,DELMAR,63112,01/03/14 00:00:00,5617.0081,26,6,1,26,3,47,11,37,5,1121,2,1121.3,229,1,E,,09/21/17 00:00:00,
131,162719,0,0,1777,20,0,11777000020,177700020,3500, , ,DEKALB,ST, ,P,WATTS 909,4,"S.E. CORNER BLDG, R BOILER ROOM",SIGMA CHEMICAL,,3500,DEKALB,63118,09/14/13 00:00:00,1777,20,4,1,20,4,18,1,46,3,1246,1,1246.1044,145,522,E,,09/21/17 00:00:00,
132,111971,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909,2,MIR ROOM 11095 MECH AREA,WASHINGTON U. MED. SCHOOL,BRYAN FROST,660,S EUCLID,63110,01/08/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
133,147747,92,0,9999.9,0,0,19999900000,999990000,3330, , , , , ,P,WATTS 009,0.75,UNDER EAST BOUND PLATFORM,BI STATE,,3330,SPRUCE,63110,04/20/13 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,E,,09/21/17 00:00:00,
134,013003,0,0,4705,20,0,14705000020,470500020,4701, ,S,GRAND,BLVD, ,P,FEBCO 825Y,1.5,FRONT OF SCHOOL,ST. MARY'S HIGH SCHOOL,,4701,S GRAND,63111,06/01/12 00:00:00,4705.0083,13,7,2,25,5,16,2,50,1,1153,3,1153.301,115,20,O,,09/21/17 00:00:00,
135,526592,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,HERSEY BEECO,1,1ST FL.MECHANICAL AREA,WASHINGTON U MED SCHOOL,,660,S. EUCLID C.S.R.,63108,01/23/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
136,220875,1,0,3888,8118,0,13888008118,388800118,425, ,S,EUCLID,AV, ,P,WATTS 909,4,6TH FLOOR MECHANICAL,BJC/WASH UNIV/BRBI,,425,S. EUCLID,63110,01/05/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,563,O,,09/21/17 00:00:00,
137,132706,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909 RP,3,MIR ROOM 0006 MECH AREA,MALLINCKRODT INSTITUTE,,660,S. EUCLID,63110,01/08/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
138,101527,0,0,3882,300,7,13882000300,388200300,212, ,N,KINGSHIGHWAY,BLVD, ,P,WATTS RPZ 009,0.5,STARLITE BALLROOM 11TH FL.KITCH,CHASE PARK PLAZA,,212,N. KINGSHIGHWAY,63108,05/13/13 00:00:00,3882,28,11,2,28,13,38,11,23,5,1124,3,1124.3001,268,12,E,,09/21/17 00:00:00,
139,2JK0548,0,0,3917,55,0,13917000055,391700055,4232, , ,FOREST PARK PARKWAY, , ,S,AMES 2000 SS,6,N.E. CORNER OF BASEMENT LEVEL,EAST MO. LEGAL SERVICES,,4232,FOREST PARK PARKWAY,63108,12/11/13 00:00:00,3917,17,2,2,17,16,38,11,23,5,1186,1,1186.1004,225,1940,E,,09/21/17 00:00:00,
140,601645,0,0,2176,40,0,12176000040,217600040,1465, ,S,GRAND,BLVD, ,P,WATTS 909,1,ROOM 805 IN CLOSET BY CAGE W.,CARDINAL GLENNON,,1465,S. GRAND,63104,03/15/13 00:00:00,2176,17,1,1,17,2,29,10,11,2,1273,3,1185.104,221,20,O,,09/21/17 00:00:00,
141,432077,1,0,3888,8101,0,13888008101,388800101,400, ,S,KINGSHIGHWAY,BLVD, ,P,WATTS 909,2,FOUNTAIN FILTER ROOM,CHILDRENS HOSPITAL,,400,S. KINGSHIGHWAY,63110,11/20/12 00:00:00,3888.0081,17,4,2,17,10,38,11,23,5,1124,3,1124.4003,224,19,E,,09/21/17 00:00:00,
142,586966,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909,0.75,BETWEEN ROOMS 824 & 826,WASHINGTON U. MED. SCHOOL,BRYAN FROST,660,S EUCLID,63110,01/23/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
143,A052645,92,0,9999.9,0,0,19999900000,999990000,5351, , , , , ,P,FEBCO 825Y,1,COURT YARD,DELMAR PSYCH HOSPITAL,,5351,DELMAR,63112,09/18/12 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,O,,09/21/17 00:00:00,
144,20769,0,0,2429,70,0,12429000070,242900070,4234, ,N,GRAND,BLVD, ,P,WATTS 009,1.5,STORAGE RM NEXT TO CONF. ROOM,ST.LOUIS PUBLIC LIBRARY,,4234,N. GRAND,63107,04/10/13 00:00:00,2429,3,5,1,3,12,67,16,27,4,1105,1,1105.1003,314,24,E,,09/21/17 00:00:00,
145,178353,0,0,6489,10,0,16489000010,648900010,333, , ,WASHINGTON,AV, ,P,WATTS 009,1,PENTHOUSE MECHANICAL ROOM,HAMPTON INN,,333,WASHINGTON,63102,03/10/11 00:00:00,6489,7,4,3,7,10,35,9,1,4,1256,2,1256.2008,261,3,O,,09/21/17 00:00:00,
146,300703,4,0,128,11,0,10128000011,12800011,601, , ,OLIVE,ST, ,P,WATTS 909,1,CHILLER MEZZANINE-BASEMENT,MACY'S,,601,OLIVE,63101,06/05/11 00:00:00,128,7,4,3,7,10,35,9,1,4,1256,3,1256.1048,261,4,O,,09/21/17 00:00:00,
147,A011210,1,0,1956,40,0,11956000040,195600040,20, ,N,GRAND,BLVD, ,S,FEBCO 850,6,FIRST FLOOR N.E.  CORNER,ST. LOUIS UNIV/BUSCH MEM,,20,N. GRAND,63108,08/20/13 00:00:00,1956.0086,19,5,1,19,5,37,10,3,4,1211,1,1211.3022,254,24,E,,09/21/17 00:00:00,
148,E14420/,2,0,4781.05,245,0,14781050245,478105245,4588, , ,PARKVIEW,PL, ,S,KENNEDY DC MODEL B-2,6,FIRST FLOOR MAINTENANCE ROOM,ST. LOUIS COLLEGE PHARM.,JOHN FLYNN,4520,FOREST PARK,63110,01/08/09 00:00:00,4781.05,17,4,2,17,10,38,11,23,5,1186,1,1186.1017,224,684,E,,09/21/17 00:00:00,
149,66796,1,0,2226,20,0,12226000020,222600020,3510, , ,LACLEDE,AV, ,P,WATTS 009,1,BOILER ROOM EAST WALL,ST.LOUIS UNIV/MAIN,,3510,LACLEDE,63108,08/31/13 00:00:00,2226.0085,19,3,1,19,5,37,10,3,4,1184,1,1184.1003,254,54,E,,09/21/17 00:00:00,
150,241355,0,1,2022,10,0,12022000010,202200010,1, , ,GOVERNMENT,DR, ,S,WATTS 709,6,BASEMENT MEC ROOM/LIVING WORLD,ST. LOUIS ZOO,,1,GOVERNMENT DRIVE,63110,10/26/13 00:00:00,2022.0033,28,3,2,28,11,82,11,82,2,1121,3,1121.203,206,9059,O,,09/21/17 00:00:00,
151,134031,0,0,5598,200,0,15598000200,559800200,6235, , ,WYDOWN,BLVD, ,S,WATTS 709,2.5,BASEMENT STORE-6226 FORSYTH,FORSYTH SCHOOL,,6235,WYDOWN,63105,07/01/13 00:00:00,5598,28,4,1,28,5,45,11,62,2,1051.98,4,1051.4006,226,1373,O,,09/21/17 00:00:00,
152,AG5835,0,0,5619,130,0,15619000130,561900130,3, , ,KINGSBURY,PL, ,P,FEBCO MODEL 825Y RPZ,0.75,ON EAST SIDE HOUSE AT CHIMNEY,JOAN GREGORY,,3,KINGSBURY PL,63112,10/10/13 00:00:00,5619,28,8,2,28,10,47,11,37,5,1121,2,1121.3001,229,450,O,,09/21/17 00:00:00,
153,405082,0,0,6496,20,0,16496000020,649600020,1000, ,N,GRAND,BLVD, ,P,WATTS 909,1.5,CHILLER ROOM N.W.CORNER,CLYDE MILLER ACADEMY,,1000,N. GRAND,63106,06/10/13 00:00:00,6496,19,8,1,19,10,77,14,8,4,1212,1,1212.3003,255,24,E,,09/21/17 00:00:00,
154,146771,1,0,1855,85,0,11855000085,185500085,3035, , ,CASS,AV, ,P,WATTS 009,1,ROOM B233A,VASHON HIGH SCHOOL,,3035,CASS AVE,63106,06/13/13 00:00:00,1855,19,9,1,19,12,59,14,8,4,1115,2,1115.2023,316,10,O,,09/21/17 00:00:00,
155,116233,0,0,6455,310,0,16455000310,645500310,4680, , ,CHIPPEWA,ST, ,P,WATTS 009,2,MECH ROOM S.E.CORNER OF BLDG.,APPLEBEE'S,GENE JOHNSON,4680,CHIPPEWA,63116,08/19/13 00:00:00,6455,14,2,1,14,4,5,2,55,1,1151,5,1151.5,137,14,E,,09/21/17 00:00:00,
156,136949,0,0,3886,230,0,13886000230,388600230,216, ,S,KINGSHIGHWAY,BLVD, ,P,WATTS 909,3,PARKVIEW BOILER RM. WEST WALL,BARNES JEWISH HOSPITAL,JOHN BAYBO,216,S KINGSHIGHWAY,63110,03/21/13 00:00:00,3886,17,4,2,17,10,38,11,23,5,1124,3,1124.4001,224,19,E,,09/21/17 00:00:00,
157,88340,2,0,1594,300,0,11594000300,159400300,3631, , ,GRAVOIS,AV, ,P,WATTS 009,1,OUTSIDE,WALGREENS,,3631,GRAVOIS,63118,09/14/11 00:00:00,1594,15,4,2,15,1,15,6,43,2,1163.02,2,1163.3,138,22,O,,09/21/17 00:00:00,
158,U21480,1,0,3888,8118,0,13888008118,388800118,425, ,S,EUCLID,AV, ,S,WILKINS DCVA,8,BASEMENT FIRE PUMP ROOM,BARNES/JEWISH HOSPITAL,,1,BARNES JEWISH HOSPITAL,63110,03/06/13 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,563,O,,09/21/17 00:00:00,
159,136927,0,0,3886,230,0,13886000230,388600230,216, ,S,KINGSHIGHWAY,BLVD, ,P,WATTS 909,3,PARKVIEW BOILER RM. BOILER SUP.,BARNES JEWISH HOSPITAL,JOHN BAYBO,216,S KINGSHIGHWAY,63110,03/21/13 00:00:00,3886,17,4,2,17,10,38,11,23,5,1124,3,1124.4001,224,19,E,,09/21/17 00:00:00,
160,F021112,0,0,5500,40,0,15500000040,550000040,5500, , ,WEST PARK,AV, ,S,FEBCO 850,3,MECHANICAL ROOM 1ST FLOOR S.END,TARLTON CONSTRUCTION,,5500,WEST PARK,63110,06/06/13 00:00:00,5500,24,2,2,24,2,41,5,39,2,1045,3,1045.3007,206,222,E,,09/21/17 00:00:00,
161,B6635,0,0,3919.04,205,7,13919040205,391904205,3904, , ,LACLEDE,AV, ,S,FEBCO 805 YD,4,FIRE SERVICE BASEMENT,MAGNOLIAS,,3904,LACLEDE AVE,63108,03/18/11 00:00:00,3919.04,17,2,2,17,16,38,11,23,5,1186,1,1186.1002,225,54,E,,09/21/17 00:00:00,
162,287269,92,0,9999.9,0,0,19999900000,999990000,3839, , , , , ,P,WATTS 909,1,AIR HANDLER ROOM - LAB A,ST. LOUIS UNIV/MAIN,,3839,LINDELL,63108,08/31/13 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,O,,09/21/17 00:00:00,
163,KF-2959,92,0,9999.9,0,0,19999900000,999990000,3407, , , , , ,P,WATTS 957RP,3,BOILER/MECHANICAL ROOM,HOTEL IGNACIO,,3407,OLIVE ST,63103,02/17/12 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,O,,09/21/17 00:00:00,
